record_id,problem_a,problem_b,category_a,category_b,description_a,description_b,location,distance_km,time_difference_hours,severity_a,severity_b,nearby_frequency,text_similarity,relationship,dependency_strength,dependency_label
POS_0238,Blocked Drain,Waterlogging,Drainage,Flooding,drain is clogged,road is flooded,Thiruvanmiyur,4.25,21.6,MEDIUM,LOW,4,0.854,CAUSES,0.725,1
NEG_0848,Pothole / Road Damage,Safety Risk,Road,Safety,road surface is badly damaged,residents feel unsafe,T Nagar,3.37,58.8,CRITICAL,MEDIUM,0,0.224,NO_DEPENDENCY,0.218,0
POS_0110,Waterlogging,Road Blockage,Flooding,Road,standing rainwater on the street,vehicle movement is obstructed,Adyar,4.42,17.9,LOW,CRITICAL,12,0.928,CAUSES,0.707,1
NEG_0775,Illegal Dumping,Garbage Accumulation,Waste,Waste,unauthorized dumping reported,uncollected garbage is present,Velachery,5.9,67.4,HIGH,MEDIUM,15,0.181,NO_DEPENDENCY,0.235,0
POS_0164,Road Blockage,Traffic Congestion,Road,Traffic,road is partially blocked,vehicles are queued,Kodambakkam,3.83,32.7,LOW,MEDIUM,5,0.682,CAUSES,0.627,1
POS_0289,Street Light Failure,Poor Road Visibility,Lighting,Safety,dark street due to light failure,drivers cannot see clearly,Nungambakkam,4.39,30.3,HIGH,LOW,17,0.713,CAUSES,0.694,1
POS_0253,Waterlogging,Road Blockage,Flooding,Road,water has accumulated on the road,road is partially blocked,Adyar,2.0,33.6,LOW,LOW,10,0.619,CAUSES,0.679,1
NEG_1084,Poor Road Visibility,Stagnant Water,Safety,Public Health,drivers cannot see clearly,standing water is not clearing,Porur,5.61,91.8,HIGH,LOW,1,0.366,NO_DEPENDENCY,0.204,0
NEG_0465,Road Blockage,Stagnant Water,Road,Public Health,road is partially blocked,stagnant water remains,Adyar,2.81,38.3,MEDIUM,HIGH,15,0.181,NO_DEPENDENCY,0.305,0
POS_1289,Waterlogging,Road Blockage,Flooding,Road,road is flooded,road is partially blocked,Adyar,0.11,34.4,CRITICAL,MEDIUM,19,0.707,CAUSES,0.84,1
POS_0745,Street Light Failure,Poor Road Visibility,Lighting,Safety,street light is not working,low visibility reported,Porur,0.32,18.2,LOW,LOW,12,0.782,CAUSES,0.764,1
POS_1207,Poor Road Visibility,Safety Risk,Safety,Safety,low visibility reported,residents feel unsafe,Sholinganallur,3.51,35.4,HIGH,MEDIUM,14,0.663,CONTRIBUTES_TO,0.652,1
NEG_0920,Poor Road Visibility,Garbage Accumulation,Safety,Waste,low visibility reported,garbage has accumulated,Kodambakkam,3.59,50.4,MEDIUM,CRITICAL,0,0.317,NO_DEPENDENCY,0.249,0
POS_1392,Stagnant Water,Public Health Risk,Public Health,Health,standing water is not clearing,sanitation may affect public health,Kodambakkam,0.62,45.9,CRITICAL,HIGH,11,0.516,CAUSES,0.737,1
NEG_0834,Sewer Overflow,Public Health Risk,Drainage,Health,sewer water is overflowing,possible health hazard,Adyar,7.85,54.6,MEDIUM,CRITICAL,0,0.325,NO_DEPENDENCY,0.184,0
POS_0991,Water Leakage,Stagnant Water,Water,Public Health,damaged water supply line,standing water is not clearing,Kodambakkam,4.38,9.7,CRITICAL,MEDIUM,2,0.792,CAUSES,0.714,1
POS_0840,Traffic Congestion,Emergency Response Delay,Traffic,Emergency,vehicles are queued,emergency vehicles cannot move quickly,Thiruvanmiyur,0.97,3.1,MEDIUM,CRITICAL,8,0.936,CAUSES,0.799,1
POS_1150,Pothole / Road Damage,Traffic Congestion,Road,Traffic,multiple potholes reported,severe congestion reported,Velachery,3.7,41.7,HIGH,CRITICAL,10,0.76,CONTRIBUTES_TO,0.664,1
POS_1222,Sewer Overflow,Stagnant Water,Drainage,Public Health,sewer line has overflowed,standing water is not clearing,Anna Nagar,1.36,35.8,HIGH,CRITICAL,5,0.818,CAUSES,0.765,1
NEG_0244,Traffic Congestion,Blocked Drain,Traffic,Drainage,traffic flow is disrupted,rainwater drain is not flowing,Adyar,1.64,18.5,CRITICAL,CRITICAL,2,0.021,NO_DEPENDENCY,0.226,0
NEG_0901,Illegal Dumping,Traffic Congestion,Waste,Traffic,unauthorized dumping reported,traffic flow is disrupted,T Nagar,7.88,68.1,HIGH,CRITICAL,11,0.217,NO_DEPENDENCY,0.195,0
POS_0462,Water Leakage,Stagnant Water,Water,Public Health,pipeline leak near street,stagnant water remains,Anna Nagar,1.06,4.8,HIGH,MEDIUM,14,0.613,CAUSES,0.773,1
POS_1310,Stagnant Water,Public Health Risk,Public Health,Health,standing water is not clearing,possible health hazard,Mylapore,0.29,36.3,LOW,CRITICAL,3,0.761,CAUSES,0.713,1
POS_1436,Illegal Dumping,Waterlogging,Waste,Flooding,unauthorized dumping reported,water has accumulated on the road,Tambaram,1.84,44.2,LOW,LOW,5,0.931,CONTRIBUTES_TO,0.618,1
POS_0158,Blocked Drain,Waterlogging,Drainage,Flooding,rainwater drain is not flowing,road is flooded,Ambattur,1.36,2.6,HIGH,HIGH,2,0.556,CAUSES,0.784,1
NEG_0412,Pothole / Road Damage,Garbage Accumulation,Road,Waste,road surface is badly damaged,large pile of waste reported,Tambaram,3.75,25.3,LOW,LOW,3,0.257,NO_DEPENDENCY,0.265,0
NEG_0860,Sewer Overflow,Garbage Accumulation,Drainage,Waste,sewer water is overflowing,garbage has accumulated,Anna Nagar,1.92,48.8,HIGH,MEDIUM,4,0.056,NO_DEPENDENCY,0.217,0
POS_0678,Traffic Congestion,Emergency Response Delay,Traffic,Emergency,traffic is moving slowly,emergency vehicles cannot move quickly,Tambaram,0.17,38.4,CRITICAL,CRITICAL,16,0.615,CAUSES,0.775,1
NEG_1349,Illegal Dumping,Safety Risk,Waste,Safety,unauthorized dumping reported,safety risk reported,Royapettah,3.72,29.7,LOW,LOW,8,0.05,NO_DEPENDENCY,0.224,0
NEG_0373,Road Blockage,Public Health Risk,Road,Health,vehicle movement is obstructed,sanitation may affect public health,T Nagar,2.26,95.4,LOW,MEDIUM,10,0.15,NO_DEPENDENCY,0.232,0
POS_0239,Water Leakage,Stagnant Water,Water,Public Health,damaged water supply line,stagnant water remains,Porur,2.52,19.9,LOW,HIGH,12,0.464,CAUSES,0.631,1
NEG_1418,Sewer Overflow,Emergency Response Delay,Drainage,Emergency,sewer water is overflowing,emergency access is difficult,Nungambakkam,2.42,72.4,HIGH,MEDIUM,10,0.204,NO_DEPENDENCY,0.265,0
POS_1092,Garbage Accumulation,Public Health Risk,Waste,Health,uncollected garbage is present,sanitation may affect public health,Ambattur,1.25,12.4,LOW,LOW,20,0.796,CAUSES,0.764,1
NEG_1371,Air Pollution,Sewer Overflow,Environment,Drainage,local air pollution observed,sewer line has overflowed,Thiruvanmiyur,1.98,19.6,MEDIUM,HIGH,2,0.097,NO_DEPENDENCY,0.243,0
POS_0101,Sewer Overflow,Stagnant Water,Drainage,Public Health,sewer line has overflowed,water is collecting,T Nagar,3.41,37.0,LOW,LOW,5,0.811,CAUSES,0.661,1
POS_0316,Garbage Accumulation,Public Health Risk,Waste,Health,uncollected garbage is present,possible health hazard,Tambaram,0.66,8.0,HIGH,MEDIUM,16,0.953,CAUSES,0.856,1
POS_1024,Blocked Drain,Waterlogging,Drainage,Flooding,blocked drainage outlet,water has accumulated on the road,Velachery,4.03,9.4,CRITICAL,HIGH,17,0.465,CAUSES,0.752,1
NEG_1247,Water Leakage,Garbage Accumulation,Water,Waste,pipeline leak near street,uncollected garbage is present,Nungambakkam,1.83,57.7,LOW,LOW,14,0.318,NO_DEPENDENCY,0.34,0
POS_0768,Stagnant Water,Public Health Risk,Public Health,Health,standing water is not clearing,health risk reported,Porur,1.17,32.8,HIGH,LOW,7,0.98,CAUSES,0.8,1
POS_1345,Illegal Dumping,Blocked Drain,Waste,Drainage,garbage dumped beside road,blocked drainage outlet,Kodambakkam,3.98,22.4,CRITICAL,HIGH,13,0.69,CONTRIBUTES_TO,0.694,1
POS_0262,Illegal Dumping,Blocked Drain,Waste,Drainage,waste is being dumped illegally,drain is clogged,Porur,3.1,20.2,MEDIUM,LOW,16,0.895,CONTRIBUTES_TO,0.717,1
POS_1452,Pothole / Road Damage,Traffic Congestion,Road,Traffic,road surface is badly damaged,vehicles are queued,Pallavaram,0.6,18.4,LOW,LOW,13,0.742,CONTRIBUTES_TO,0.727,1
NEG_1335,Safety Risk,Sewer Overflow,Safety,Drainage,safety risk reported,sewer water is overflowing,Porur,2.61,80.2,CRITICAL,HIGH,4,0.092,NO_DEPENDENCY,0.192,0
POS_0196,Blocked Drain,Waterlogging,Drainage,Flooding,blocked drainage outlet,standing rainwater on the street,Porur,4.34,47.0,CRITICAL,MEDIUM,16,0.534,CAUSES,0.703,1
NEG_0276,Stagnant Water,Waterlogging,Public Health,Flooding,stagnant water remains,water has accumulated on the road,Adyar,0.53,61.1,LOW,MEDIUM,0,0.153,NO_DEPENDENCY,0.237,0
NEG_1342,Road Blockage,Illegal Dumping,Road,Waste,road passage is blocked,unauthorized dumping reported,Nungambakkam,2.15,65.7,MEDIUM,MEDIUM,10,0.406,NO_DEPENDENCY,0.335,0
NEG_0236,Blocked Drain,Air Pollution,Drainage,Environment,rainwater drain is not flowing,polluted air reported,Porur,6.89,83.1,LOW,CRITICAL,3,0.359,NO_DEPENDENCY,0.2,0
POS_0180,Traffic Congestion,Emergency Response Delay,Traffic,Emergency,traffic is moving slowly,emergency movement is delayed,Kodambakkam,3.45,24.2,HIGH,CRITICAL,16,0.723,CAUSES,0.71,1
NEG_1423,Waterlogging,Poor Road Visibility,Flooding,Safety,standing rainwater on the street,drivers cannot see clearly,Mylapore,2.31,95.9,HIGH,LOW,9,0.427,NO_DEPENDENCY,0.309,0
POS_0341,Road Blockage,Traffic Congestion,Road,Traffic,traffic lane is obstructed,traffic is moving slowly,Tambaram,3.78,12.8,HIGH,LOW,3,0.89,CAUSES,0.742,1
POS_1100,Garbage Accumulation,Public Health Risk,Waste,Health,uncollected garbage is present,sanitation may affect public health,Perambur,0.25,44.7,LOW,MEDIUM,1,0.933,CAUSES,0.724,1
NEG_0044,Poor Road Visibility,Water Leakage,Safety,Water,dark road section,continuous water leakage,Kodambakkam,2.86,47.2,CRITICAL,HIGH,9,0.101,NO_DEPENDENCY,0.243,0
POS_0749,Garbage Accumulation,Public Health Risk,Waste,Health,waste has built up,disease risk is increasing,Pallavaram,3.06,19.6,HIGH,CRITICAL,13,0.746,CAUSES,0.731,1
NEG_1256,Traffic Congestion,Sewer Overflow,Traffic,Drainage,traffic flow is disrupted,dirty wastewater is spreading,Royapettah,5.1,59.1,HIGH,LOW,6,0.202,NO_DEPENDENCY,0.215,0
POS_0663,Pothole / Road Damage,Poor Road Visibility,Road,Safety,large pothole on the road,visibility on road is poor,Tambaram,4.12,18.7,CRITICAL,CRITICAL,13,0.617,CONTRIBUTES_TO,0.609,1
POS_0481,Garbage Accumulation,Public Health Risk,Waste,Health,large pile of waste reported,sanitation may affect public health,Sholinganallur,3.26,31.8,MEDIUM,CRITICAL,13,0.736,CAUSES,0.682,1
NEG_0639,Garbage Accumulation,Stagnant Water,Waste,Public Health,uncollected garbage is present,pool of water has remained,Pallavaram,7.23,26.9,CRITICAL,MEDIUM,10,0.136,NO_DEPENDENCY,0.21,0
POS_0872,Poor Road Visibility,Safety Risk,Safety,Safety,low visibility reported,area has become unsafe,Thiruvanmiyur,3.07,38.3,MEDIUM,LOW,20,0.725,CONTRIBUTES_TO,0.661,1
POS_1454,Sewer Overflow,Stagnant Water,Drainage,Public Health,sewage overflow reported,standing water is not clearing,Adyar,4.42,28.8,HIGH,LOW,13,0.702,CAUSES,0.695,1
NEG_1453,Emergency Response Delay,Pothole / Road Damage,Emergency,Road,emergency access is difficult,road surface is badly damaged,Porur,0.29,43.0,LOW,CRITICAL,12,0.397,NO_DEPENDENCY,0.389,0
POS_0550,Waterlogging,Road Blockage,Flooding,Road,heavy waterlogging reported,vehicle movement is obstructed,Ambattur,2.08,33.0,CRITICAL,MEDIUM,15,0.826,CAUSES,0.807,1
NEG_0521,Blocked Drain,Pothole / Road Damage,Drainage,Road,drain is clogged,multiple potholes reported,Mylapore,4.09,71.9,HIGH,CRITICAL,6,0.289,NO_DEPENDENCY,0.245,0
NEG_1209,Emergency Response Delay,Air Pollution,Emergency,Environment,emergency movement is delayed,air quality is affected,Sholinganallur,5.39,15.0,HIGH,HIGH,9,0.181,NO_DEPENDENCY,0.256,0
POS_0743,Street Light Failure,Poor Road Visibility,Lighting,Safety,street light is not working,dark road section,Sholinganallur,3.25,42.3,HIGH,MEDIUM,18,0.726,CAUSES,0.711,1
NEG_0916,Safety Risk,Water Leakage,Safety,Water,risk to pedestrians and vehicles,continuous water leakage,Pallavaram,4.13,94.0,HIGH,MEDIUM,3,0.061,NO_DEPENDENCY,0.143,0
NEG_1138,Public Health Risk,Traffic Congestion,Health,Traffic,sanitation may affect public health,vehicles are queued,Adyar,1.58,56.5,HIGH,CRITICAL,14,0.201,NO_DEPENDENCY,0.31,0
NEG_1067,Traffic Congestion,Safety Risk,Traffic,Safety,traffic flow is disrupted,risk to pedestrians and vehicles,Nungambakkam,3.23,60.9,MEDIUM,CRITICAL,4,0.172,NO_DEPENDENCY,0.222,0
NEG_0793,Illegal Dumping,Public Health Risk,Waste,Health,open dumping observed,sanitation may affect public health,Kodambakkam,6.31,36.7,MEDIUM,HIGH,11,0.127,NO_DEPENDENCY,0.218,0
NEG_0410,Waterlogging,Public Health Risk,Flooding,Health,heavy waterlogging reported,possible health hazard,Perambur,3.31,67.6,CRITICAL,MEDIUM,14,0.091,NO_DEPENDENCY,0.241,0
POS_0791,Sewer Overflow,Stagnant Water,Drainage,Public Health,sewer line has overflowed,pool of water has remained,Royapettah,4.09,37.8,CRITICAL,HIGH,16,0.631,CAUSES,0.709,1
NEG_0621,Street Light Failure,Public Health Risk,Lighting,Health,dark street due to light failure,disease risk is increasing,Pallavaram,5.67,85.4,MEDIUM,MEDIUM,4,0.072,NO_DEPENDENCY,0.135,0
POS_1447,Garbage Accumulation,Public Health Risk,Waste,Health,large pile of waste reported,sanitation may affect public health,Sholinganallur,2.42,29.8,HIGH,HIGH,9,0.483,CAUSES,0.67,1
POS_0248,Street Light Failure,Poor Road Visibility,Lighting,Safety,streetlights are off,drivers cannot see clearly,T Nagar,4.03,26.0,LOW,MEDIUM,3,0.788,CAUSES,0.639,1
POS_0830,Blocked Drain,Waterlogging,Drainage,Flooding,stormwater drain is blocked,heavy waterlogging reported,Tambaram,1.93,47.5,LOW,MEDIUM,7,0.629,CAUSES,0.684,1
POS_1125,Pothole / Road Damage,Poor Road Visibility,Road,Safety,damaged road section,visibility on road is poor,Tambaram,4.04,36.8,HIGH,MEDIUM,15,0.672,CONTRIBUTES_TO,0.577,1
NEG_1221,Safety Risk,Waterlogging,Safety,Flooding,risk to pedestrians and vehicles,road is flooded,Adyar,2.54,5.9,LOW,MEDIUM,3,0.425,NO_DEPENDENCY,0.349,0
POS_0627,Road Blockage,Traffic Congestion,Road,Traffic,road is partially blocked,severe congestion reported,Thiruvanmiyur,0.07,35.6,HIGH,CRITICAL,11,0.967,CAUSES,0.839,1
POS_0348,Street Light Failure,Poor Road Visibility,Lighting,Safety,dark street due to light failure,dark road section,Porur,0.21,34.1,HIGH,MEDIUM,7,0.753,CAUSES,0.776,1
POS_0279,Poor Road Visibility,Safety Risk,Safety,Safety,drivers cannot see clearly,residents feel unsafe,Velachery,0.6,35.2,HIGH,MEDIUM,14,0.636,CONTRIBUTES_TO,0.719,1
NEG_0284,Traffic Congestion,Air Pollution,Traffic,Environment,severe congestion reported,local air pollution observed,Sholinganallur,7.93,33.7,HIGH,HIGH,5,0.285,NO_DEPENDENCY,0.213,0
NEG_0781,Road Blockage,Pothole / Road Damage,Road,Road,road passage is blocked,road surface is badly damaged,Perambur,7.55,18.8,CRITICAL,LOW,0,0.34,NO_DEPENDENCY,0.223,0
POS_0656,Garbage Accumulation,Air Pollution,Waste,Environment,waste has built up,air quality is affected,Kodambakkam,0.36,40.5,MEDIUM,LOW,12,0.702,CONTRIBUTES_TO,0.685,1
POS_1214,Traffic Congestion,Emergency Response Delay,Traffic,Emergency,traffic flow is disrupted,emergency movement is delayed,Sholinganallur,2.62,22.3,MEDIUM,MEDIUM,15,0.812,CAUSES,0.723,1
POS_0839,Sewer Overflow,Stagnant Water,Drainage,Public Health,sewage overflow reported,pool of water has remained,Sholinganallur,3.55,2.4,HIGH,LOW,14,0.87,CAUSES,0.79,1
NEG_1125,Water Leakage,Waterlogging,Water,Flooding,pipeline leak near street,water has accumulated on the road,Pallavaram,4.79,9.8,LOW,CRITICAL,7,0.036,NO_DEPENDENCY,0.216,0
NEG_1089,Garbage Accumulation,Illegal Dumping,Waste,Waste,garbage has accumulated,unauthorized dumping reported,Kodambakkam,2.12,3.8,HIGH,MEDIUM,10,0.234,NO_DEPENDENCY,0.335,0
NEG_0851,Road Blockage,Water Leakage,Road,Water,traffic lane is obstructed,continuous water leakage,Tambaram,0.68,7.5,CRITICAL,LOW,10,0.029,NO_DEPENDENCY,0.292,0
NEG_0210,Street Light Failure,Pothole / Road Damage,Lighting,Road,dark street due to light failure,road surface is badly damaged,Ambattur,6.28,67.8,HIGH,HIGH,11,0.411,NO_DEPENDENCY,0.278,0
NEG_0524,Safety Risk,Air Pollution,Safety,Environment,risk to pedestrians and vehicles,air quality is affected,Tambaram,7.98,82.1,HIGH,CRITICAL,8,0.21,NO_DEPENDENCY,0.165,0
POS_0977,Road Blockage,Traffic Congestion,Road,Traffic,road is partially blocked,severe congestion reported,T Nagar,0.36,19.7,CRITICAL,MEDIUM,15,0.608,CAUSES,0.817,1
POS_0446,Water Leakage,Stagnant Water,Water,Public Health,pipeline leak near street,stagnant water remains,Anna Nagar,1.6,41.4,LOW,CRITICAL,15,0.861,CAUSES,0.711,1
POS_0618,Illegal Dumping,Waterlogging,Waste,Flooding,waste is being dumped illegally,water has accumulated on the road,Kodambakkam,2.81,38.5,MEDIUM,CRITICAL,3,0.951,CONTRIBUTES_TO,0.626,1
POS_1475,Illegal Dumping,Waterlogging,Waste,Flooding,garbage dumped beside road,road is flooded,Ambattur,2.4,23.8,CRITICAL,CRITICAL,18,0.85,CONTRIBUTES_TO,0.724,1
NEG_0279,Blocked Drain,Safety Risk,Drainage,Safety,stormwater drain is blocked,safety risk reported,Royapettah,0.85,14.7,HIGH,LOW,10,0.208,NO_DEPENDENCY,0.337,0
NEG_1018,Illegal Dumping,Water Leakage,Waste,Water,garbage dumped beside road,water pipe is leaking,Ambattur,7.12,66.2,HIGH,CRITICAL,6,0.108,NO_DEPENDENCY,0.15,0
POS_1245,Illegal Dumping,Waterlogging,Waste,Flooding,unauthorized dumping reported,water has accumulated on the road,Sholinganallur,1.14,27.7,HIGH,LOW,9,0.854,CONTRIBUTES_TO,0.703,1
NEG_1496,Blocked Drain,Street Light Failure,Drainage,Lighting,stormwater drain is blocked,street light is not working,Kodambakkam,1.68,58.1,CRITICAL,CRITICAL,12,0.075,NO_DEPENDENCY,0.259,0
NEG_1053,Garbage Accumulation,Emergency Response Delay,Waste,Emergency,garbage has accumulated,response time is increasing,Nungambakkam,0.91,10.2,MEDIUM,MEDIUM,2,0.331,NO_DEPENDENCY,0.337,0
POS_0548,Pothole / Road Damage,Poor Road Visibility,Road,Safety,damaged road section,dark road section,Porur,3.06,5.5,CRITICAL,MEDIUM,14,0.479,CONTRIBUTES_TO,0.629,1
NEG_0711,Waterlogging,Water Leakage,Flooding,Water,heavy waterlogging reported,damaged water supply line,Royapettah,5.97,85.5,HIGH,MEDIUM,0,0.37,NO_DEPENDENCY,0.2,0
NEG_0124,Water Leakage,Safety Risk,Water,Safety,pipeline leak near street,risk to pedestrians and vehicles,Thiruvanmiyur,4.92,81.5,LOW,HIGH,2,0.282,NO_DEPENDENCY,0.203,0
POS_0264,Water Leakage,Stagnant Water,Water,Public Health,water pipe is leaking,standing water is not clearing,Porur,3.71,2.5,MEDIUM,CRITICAL,18,0.831,CAUSES,0.739,1
POS_1398,Blocked Drain,Waterlogging,Drainage,Flooding,rainwater drain is not flowing,road is flooded,Anna Nagar,0.24,36.5,HIGH,HIGH,5,0.953,CAUSES,0.851,1
NEG_0854,Safety Risk,Air Pollution,Safety,Environment,residents feel unsafe,dust and pollution are increasing,Thiruvanmiyur,6.3,74.2,HIGH,CRITICAL,12,0.142,NO_DEPENDENCY,0.196,0
NEG_0316,Sewer Overflow,Illegal Dumping,Drainage,Waste,sewer water is overflowing,garbage dumped beside road,Pallavaram,2.04,25.1,MEDIUM,LOW,1,0.428,NO_DEPENDENCY,0.332,0
POS_0354,Pothole / Road Damage,Traffic Congestion,Road,Traffic,road surface is badly damaged,traffic flow is disrupted,Royapettah,0.98,37.2,CRITICAL,LOW,6,0.755,CONTRIBUTES_TO,0.752,1
POS_1076,Blocked Drain,Waterlogging,Drainage,Flooding,stormwater drain is blocked,water has accumulated on the road,Anna Nagar,2.26,11.2,HIGH,MEDIUM,16,0.636,CAUSES,0.8,1
POS_0209,Pothole / Road Damage,Poor Road Visibility,Road,Safety,damaged road section,low visibility reported,Kodambakkam,2.15,14.1,CRITICAL,HIGH,5,0.545,CONTRIBUTES_TO,0.63,1
POS_0614,Illegal Dumping,Blocked Drain,Waste,Drainage,garbage dumped beside road,stormwater drain is blocked,Nungambakkam,3.4,33.7,MEDIUM,LOW,19,0.775,CONTRIBUTES_TO,0.675,1
NEG_0591,Traffic Congestion,Water Leakage,Traffic,Water,traffic flow is disrupted,damaged water supply line,Kodambakkam,1.61,89.2,CRITICAL,LOW,15,0.023,NO_DEPENDENCY,0.233,0
NEG_0600,Air Pollution,Poor Road Visibility,Environment,Safety,dust and pollution are increasing,drivers cannot see clearly,Nungambakkam,2.42,5.7,LOW,LOW,2,0.328,NO_DEPENDENCY,0.317,0
POS_1499,Waterlogging,Road Blockage,Flooding,Road,water has accumulated on the road,traffic lane is obstructed,Ambattur,1.24,14.3,HIGH,MEDIUM,3,0.894,CAUSES,0.812,1
POS_1136,Pothole / Road Damage,Traffic Congestion,Road,Traffic,multiple potholes reported,traffic flow is disrupted,Velachery,2.09,5.2,CRITICAL,CRITICAL,19,0.964,CONTRIBUTES_TO,0.843,1
NEG_1381,Pothole / Road Damage,Waterlogging,Road,Flooding,large pothole on the road,heavy waterlogging reported,T Nagar,2.54,87.3,HIGH,MEDIUM,9,0.231,NO_DEPENDENCY,0.253,0
NEG_0579,Sewer Overflow,Safety Risk,Drainage,Safety,sewer line has overflowed,residents feel unsafe,Sholinganallur,5.29,33.2,LOW,MEDIUM,1,0.387,NO_DEPENDENCY,0.264,0
POS_0058,Blocked Drain,Waterlogging,Drainage,Flooding,stormwater drain is blocked,heavy waterlogging reported,Perambur,3.38,3.0,LOW,LOW,8,0.955,CAUSES,0.777,1
NEG_0984,Safety Risk,Illegal Dumping,Safety,Waste,risk to pedestrians and vehicles,waste is being dumped illegally,Sholinganallur,4.98,76.3,CRITICAL,HIGH,8,0.333,NO_DEPENDENCY,0.252,0
POS_0812,Sewer Overflow,Stagnant Water,Drainage,Public Health,sewer water is overflowing,standing water is not clearing,Guindy,3.4,36.7,HIGH,LOW,10,0.816,CAUSES,0.725,1
NEG_0696,Traffic Congestion,Water Leakage,Traffic,Water,severe congestion reported,continuous water leakage,Pallavaram,1.65,4.4,MEDIUM,MEDIUM,15,0.175,NO_DEPENDENCY,0.349,0
POS_0562,Garbage Accumulation,Air Pollution,Waste,Environment,garbage has accumulated,air quality is affected,Guindy,1.91,14.2,MEDIUM,LOW,5,0.913,CONTRIBUTES_TO,0.708,1
